transaction_date,aisle,product_name,quantity,unit_price,total_amount,,,,,,,,,
2023-12-25,Frozen Foods,Salmon,5,3.26,16.3,,,,,,,,,
2023-12-25,Meat & Seafood,Carrots,1,12.34,12.34,,,,,,,,,
2023-12-26,Canned Goods,Chicken Breast,2,9.85,19.7,,,,,,,,,
2023-12-26,Bakery,Rice,3,25.67,77.01,,,,,,,,,
2023-12-27,Health & Wellness,Chicken Breast,5,16.29,81.45,,,,,,,,,
2023-12-28,Bakery,Eggs,1,13.27,13.27,,,,,,,,,
2023-12-28,Canned Goods,Potatoes,2,8.06,16.12,,,,,,,,,
2023-12-29,Health & Wellness,Onions,2,10.6,21.2,,,,,,,,,
2023-12-29,Canned Goods,Salmon,4,1.85,7.4,,,,,,,,,
2023-12-30,Health & Wellness,Eggs,1,9.65,9.65,,,,,,,,,
2023-12-30,Produce,Cereal,5,8.24,41.2,,,,,,,,,
2023-12-31,Meat & Seafood,Bananas,5,11.2,56,,,,,,,,,
2023-12-31,Produce,Eggs,2,18.35,36.7,,,,,,,,,
2024-01-01,Health & Wellness,Bread,3,25.71,77.13,,,,,,,,,
2024-01-01,Bakery,Yogurt,5,8.26,41.3,,,,,,,,,
2024-01-01,Frozen Foods,Potatoes,1,21.65,21.65,,,,,,,,,
2024-01-02,Bakery,Orange Juice,3,5.86,17.58,,,,,,,,,
2024-01-02,Bakery,Yogurt,2,22.31,44.62,,,,,,,,,
2024-01-03,Beverages,Apples,3,26.42,79.26,,,,,,,,,
2024-01-03,Household Items,Tomatoes,1,7.74,7.74,,,,,,,,,
2024-01-03,Bakery,Orange Juice,3,4.72,14.16,,,,,,,,,
2024-01-03,Health & Wellness,Eggs,3,27.88,83.64,,,,,,,,,
2024-01-04,Snacks & Candy,Apples,3,19.17,57.51,,,,,,,,,
2024-01-06,Household Items,Chicken Breast,5,3.8,19,,,,,,,,,
2024-01-07,Meat & Seafood,Onions,1,17.25,17.25,,,,,,,,,
2024-01-07,Canned Goods,Tomatoes,1,6.58,6.58,,,,,,,,,
2024-01-08,Personal Care,Pasta,3,1.57,4.71,,,,,,,,,
2024-01-08,Beverages,Chicken Breast,2,3.3,6.6,,,,,,,,,
2024-01-09,Frozen Foods,Orange Juice,2,3.6,7.2,,,,,,,,,
2024-01-09,Beverages,Tomatoes,5,5.54,27.7,,,,,,,,,
2024-01-10,Meat & Seafood,Rice,4,28.82,115.28,,,,,,,,,
2024-01-11,Canned Goods,Cheese,5,3.92,19.6,,,,,,,,,
2024-01-11,Snacks & Candy,Carrots,3,2.53,7.59,,,,,,,,,
2024-01-11,Bakery,Apples,1,19.28,19.28,,,,,,,,,
2024-01-12,Frozen Foods,Potatoes,5,20.34,101.7,,,,,,,,,
2024-01-12,Bakery,Eggs,3,2.5,7.5,,,,,,,,,
2024-01-12,Frozen Foods,Milk,4,12.23,48.92,,,,,,,,,
2024-01-13,Beverages,Salmon,3,24.95,74.85,,,,,,,,,
2024-01-13,Household Items,Bananas,1,27.73,27.73,,,,,,,,,
2024-01-14,Household Items,Yogurt,4,4.09,16.36,,,,,,,,,
2024-01-17,Canned Goods,Salmon,1,22.07,22.07,,,,,,,,,
2024-01-17,Bakery,Milk,1,14.49,14.49,,,,,,,,,
2024-01-17,Bakery,Cereal,5,14.26,71.3,,,,,,,,,
2024-01-18,Beverages,Bread,2,27.78,55.56,,,,,,,,,
2024-01-18,Canned Goods,Salmon,3,7.76,23.28,,,,,,,,,
2024-01-18,Beverages,Bananas,3,9.72,29.16,,,,,,,,,
2024-01-19,Snacks & Candy,Bananas,5,27.83,139.15,,,,,,,,,
2024-01-19,Bakery,Chicken Breast,2,8.41,16.82,,,,,,,,,
2024-01-19,Dairy,Yogurt,2,26.72,53.44,,,,,,,,,
2024-01-20,Household Items,Tomatoes,2,25.81,51.62,,,,,,,,,
2024-01-20,Beverages,Cheese,3,1.94,5.82,,,,,,,,,
2024-01-20,Snacks & Candy,Salmon,5,20.09,100.45,,,,,,,,,
2024-01-20,Personal Care,Bananas,4,20.49,81.96,,,,,,,,,
2024-01-20,Health & Wellness,Milk,5,14,70,,,,,,,,,
2024-01-21,Frozen Foods,Potatoes,1,4.67,4.67,,,,,,,,,
2024-01-21,Dairy,Apples,3,9.53,28.59,,,,,,,,,
2024-01-21,Household Items,Milk,1,8.35,8.35,,,,,,,,,
2024-01-21,Household Items,Tomatoes,3,20.87,62.61,,,,,,,,,
2024-01-21,Personal Care,Bread,1,8.11,8.11,,,,,,,,,
2024-01-22,Household Items,Eggs,3,1.39,4.17,,,,,,,,,
2024-01-22,Snacks & Candy,Pasta,3,19.05,57.15,,,,,,,,,
2024-01-23,Produce,Pasta,4,20.53,82.12,,,,,,,,,
2024-01-24,Snacks & Candy,Pasta,2,9.79,19.58,,,,,,,,,
2024-01-24,Snacks & Candy,Orange Juice,1,21.33,21.33,,,,,,,,,
2024-01-25,Beverages,Potatoes,1,29.71,29.71,,,,,,,,,
2024-01-26,Health & Wellness,Onions,3,4.62,13.86,,,,,,,,,
2024-01-26,Beverages,Onions,4,10.97,43.88,,,,,,,,,
2024-01-26,Produce,Salmon,4,25.8,103.2,,,,,,,,,
2024-01-26,Produce,Cheese,2,8.18,16.36,,,,,,,,,
2024-01-26,Bakery,Potatoes,4,25.1,100.4,,,,,,,,,
2024-01-27,Dairy,Milk,2,13.74,27.48,,,,,,,,,
2024-01-28,Dairy,Apples,5,12.39,61.95,,,,,,,,,
2024-01-28,Bakery,Orange Juice,5,19.34,96.7,,,,,,,,,
2024-01-28,Health & Wellness,Cereal,3,17.53,52.59,,,,,,,,,
2024-01-28,Meat & Seafood,Onions,2,3.04,6.08,,,,,,,,,
2024-01-28,Beverages,Potatoes,4,13.61,54.44,,,,,,,,,
2024-01-29,Snacks & Candy,Chicken Breast,4,1.19,4.76,,,,,,,,,
2024-01-30,Canned Goods,Onions,5,21.2,106,,,,,,,,,
2024-01-31,Beverages,Orange Juice,3,24.79,74.37,,,,,,,,,
2024-01-31,Frozen Foods,Onions,1,17.01,17.01,,,,,,,,,
2024-01-31,Health & Wellness,Cereal,4,22.41,89.64,,,,,,,,,
2024-01-31,Household Items,Pasta,1,21.68,21.68,,,,,,,,,
2024-01-31,Canned Goods,Orange Juice,5,20.66,103.3,,,,,,,,,
2024-02-01,Personal Care,Salmon,4,2.6,10.4,,,,,,,,,
2024-02-01,Health & Wellness,Milk,2,20.84,41.68,,,,,,,,,
2024-02-02,Health & Wellness,Onions,4,27.28,109.12,,,,,,,,,
2024-02-03,Health & Wellness,Orange Juice,2,11.73,23.46,,,,,,,,,
2024-02-03,Bakery,Ground Beef,5,11.31,56.55,,,,,,,,,
2024-02-04,Beverages,Orange Juice,1,7.34,7.34,,,,,,,,,
2024-02-04,Snacks & Candy,Tomatoes,3,17.59,52.77,,,,,,,,,
2024-02-05,Health & Wellness,Onions,3,12.12,36.36,,,,,,,,,
2024-02-05,Meat & Seafood,Chicken Breast,2,13.94,27.88,,,,,,,,,
2024-02-05,Household Items,Tomatoes,1,23.61,23.61,,,,,,,,,
2024-02-05,Household Items,Rice,2,24.02,48.04,,,,,,,,,
2024-02-06,Household Items,Yogurt,1,18.98,18.98,,,,,,,,,
2024-02-06,Household Items,Cheese,2,26.06,52.12,,,,,,,,,
2024-02-06,Beverages,Yogurt,3,1.7,5.1,,,,,,,,,
2024-02-07,Household Items,Potatoes,2,13.94,27.88,,,,,,,,,
2024-02-07,Canned Goods,Cheese,3,27.17,81.51,,,,,,,,,
2024-02-07,Canned Goods,Yogurt,4,17.45,69.8,,,,,,,,,
2024-02-08,Personal Care,Apples,2,7.27,14.54,,,,,,,,,
2024-02-08,Produce,Yogurt,3,28.4,85.2,,,,,,,,,
2024-02-08,Frozen Foods,Orange Juice,4,28.55,114.2,,,,,,,,,
2024-02-08,Canned Goods,Potatoes,5,24.52,122.6,,,,,,,,,
2024-02-08,Bakery,Apples,1,14.63,14.63,,,,,,,,,
2024-02-08,Beverages,Rice,2,22.56,45.12,,,,,,,,,
2024-02-09,Snacks & Candy,Bread,1,25.71,25.71,,,,,,,,,
2024-02-09,Health & Wellness,Rice,1,7.63,7.63,,,,,,,,,
2024-02-09,Dairy,Cereal,3,15.02,45.06,,,,,,,,,
2024-02-10,Household Items,Rice,1,25.14,25.14,,,,,,,,,
2024-02-10,Household Items,Bananas,2,12.97,25.94,,,,,,,,,
2024-02-10,Household Items,Salmon,1,4.36,4.36,,,,,,,,,
2024-02-11,Dairy,Salmon,1,16.24,16.24,,,,,,,,,
2024-02-11,Bakery,Salmon,2,12.22,24.44,,,,,,,,,
2024-02-11,Canned Goods,Bananas,5,14.34,71.7,,,,,,,,,
2024-02-11,Dairy,Onions,1,11.27,11.27,,,,,,,,,
2024-02-12,Personal Care,Cereal,4,12.83,51.32,,,,,,,,,
2024-02-12,Canned Goods,Bananas,4,25.61,102.44,,,,,,,,,
2024-02-12,Dairy,Tomatoes,5,28.85,144.25,,,,,,,,,
2024-02-12,Beverages,Cereal,4,14.44,57.76,,,,,,,,,
2024-02-13,Dairy,Cheese,1,1.85,1.85,,,,,,,,,
2024-02-13,Health & Wellness,Rice,4,22.6,90.4,,,,,,,,,
2024-02-14,Beverages,Eggs,5,13.12,65.6,,,,,,,,,
2024-02-15,Household Items,Cheese,4,29.09,116.36,,,,,,,,,
2024-02-15,Produce,Pasta,2,21.33,42.66,,,,,,,,,
2024-02-15,Beverages,Milk,5,1.13,5.65,,,,,,,,,
2024-02-15,Personal Care,Tomatoes,4,4.49,17.96,,,,,,,,,
2024-02-15,Meat & Seafood,Ground Beef,2,9.6,19.2,,,,,,,,,
2024-02-15,Frozen Foods,Milk,5,25.1,125.5,,,,,,,,,
2024-02-15,Canned Goods,Onions,1,24.88,24.88,,,,,,,,,
2024-02-15,Canned Goods,Chicken Breast,1,28.63,28.63,,,,,,,,,
2024-02-16,Household Items,Milk,5,22.6,113,,,,,,,,,
2024-02-16,Household Items,Carrots,3,2.31,6.93,,,,,,,,,
2024-02-16,Produce,Orange Juice,2,3.66,7.32,,,,,,,,,
2024-02-17,Frozen Foods,Cereal,1,14.57,14.57,,,,,,,,,
2024-02-17,Meat & Seafood,Tomatoes,4,14.73,58.92,,,,,,,,,
2024-02-17,Canned Goods,Potatoes,3,8.91,26.73,,,,,,,,,
2024-02-17,Dairy,Cereal,3,18.87,56.61,,,,,,,,,
2024-02-18,Dairy,Ground Beef,4,26.64,106.56,,,,,,,,,
2024-02-18,Produce,Pasta,2,16.58,33.16,,,,,,,,,
2024-02-18,Dairy,Carrots,3,28.85,86.55,,,,,,,,,
2024-02-19,Household Items,Pasta,3,27.4,82.2,,,,,,,,,
2024-02-19,Frozen Foods,Eggs,5,12.53,62.65,,,,,,,,,
2024-02-20,Household Items,Potatoes,2,16.19,32.38,,,,,,,,,
2024-02-21,Frozen Foods,Apples,1,2.78,2.78,,,,,,,,,
2024-02-22,Household Items,Chicken Breast,4,23.88,95.52,,,,,,,,,
2024-02-22,Personal Care,Yogurt,4,14.92,59.68,,,,,,,,,
2024-02-25,Personal Care,Tomatoes,4,18.29,73.16,,,,,,,,,
2024-02-25,Produce,Milk,5,25.22,126.1,,,,,,,,,
2024-02-25,Bakery,Potatoes,4,8.21,32.84,,,,,,,,,
2024-02-26,Health & Wellness,Bananas,5,14.81,74.05,,,,,,,,,
2024-02-26,Frozen Foods,Bread,1,25.98,25.98,,,,,,,,,
2024-02-26,Canned Goods,Eggs,3,2.87,8.61,,,,,,,,,
2024-02-27,Beverages,Yogurt,5,14.71,73.55,,,,,,,,,
2024-02-28,Frozen Foods,Bread,2,7.95,15.9,,,,,,,,,
2024-02-28,Canned Goods,Eggs,5,1.07,5.35,,,,,,,,,
2024-02-28,Meat & Seafood,Potatoes,4,22.87,91.48,,,,,,,,,
2024-02-28,Personal Care,Orange Juice,1,11.51,11.51,,,,,,,,,
2024-02-28,Health & Wellness,Pasta,4,26.96,107.84,,,,,,,,,
2024-02-29,Beverages,Tomatoes,3,23.43,70.29,,,,,,,,,
2024-02-29,Household Items,Cereal,3,15.56,46.68,,,,,,,,,
2024-03-01,Household Items,Bread,2,29.19,58.38,,,,,,,,,
2024-03-01,Frozen Foods,Chicken Breast,2,22.03,44.06,,,,,,,,,
2024-03-01,Personal Care,Onions,3,7.19,21.57,,,,,,,,,
2024-03-01,Bakery,Salmon,1,25.25,25.25,,,,,,,,,
2024-03-01,Dairy,Pasta,5,6.96,34.8,,,,,,,,,
2024-03-02,Canned Goods,Potatoes,5,4.15,20.75,,,,,,,,,
2024-03-02,Dairy,Onions,2,7.01,14.02,,,,,,,,,
2024-03-02,Dairy,Cereal,4,24.9,99.6,,,,,,,,,
2024-03-04,Household Items,Yogurt,2,10.87,21.74,,,,,,,,,
2024-03-04,Meat & Seafood,Orange Juice,1,10.79,10.79,,,,,,,,,
2024-03-04,Canned Goods,Chicken Breast,1,15.69,15.69,,,,,,,,,
2024-03-04,Canned Goods,Rice,5,13.43,67.15,,,,,,,,,
2024-03-05,Household Items,Apples,4,2.26,9.04,,,,,,,,,
2024-03-05,Personal Care,Carrots,5,17.83,89.15,,,,,,,,,
2024-03-05,Personal Care,Pasta,4,21.34,85.36,,,,,,,,,
2024-03-05,Health & Wellness,Yogurt,5,10.77,53.85,,,,,,,,,
2024-03-05,Snacks & Candy,Yogurt,2,4.09,8.18,,,,,,,,,
2024-03-05,Health & Wellness,Chicken Breast,5,4.53,22.65,,,,,,,,,
2024-03-05,Health & Wellness,Onions,4,11.44,45.76,,,,,,,,,
2024-03-06,Snacks & Candy,Onions,4,12.15,48.6,,,,,,,,,
2024-03-06,Frozen Foods,Carrots,2,3.46,6.92,,,,,,,,,
2024-03-07,Dairy,Pasta,5,17.33,86.65,,,,,,,,,
2024-03-07,Snacks & Candy,Chicken Breast,1,2.84,2.84,,,,,,,,,
2024-03-07,Bakery,Bananas,1,1.69,1.69,,,,,,,,,
2024-03-07,Beverages,Bananas,1,16.87,16.87,,,,,,,,,
2024-03-07,Health & Wellness,Eggs,4,23.23,92.92,,,,,,,,,
2024-03-08,Dairy,Bananas,1,12.18,12.18,,,,,,,,,
2024-03-08,Health & Wellness,Carrots,2,5.66,11.32,,,,,,,,,
2024-03-08,Personal Care,Chicken Breast,3,15.05,45.15,,,,,,,,,
2024-03-08,Dairy,Salmon,5,4.55,22.75,,,,,,,,,
2024-03-08,Produce,Pasta,2,22.89,45.78,,,,,,,,,
2024-03-09,Household Items,Pasta,5,17.43,87.15,,,,,,,,,
2024-03-09,Frozen Foods,Cereal,1,23.7,23.7,,,,,,,,,
2024-03-09,Produce,Yogurt,2,10.78,21.56,,,,,,,,,
2024-03-10,Canned Goods,Carrots,5,27.48,137.4,,,,,,,,,
2024-03-10,Meat & Seafood,Chicken Breast,1,9.41,9.41,,,,,,,,,
2024-03-10,Snacks & Candy,Salmon,4,5.84,23.36,,,,,,,,,
2024-03-10,Bakery,Eggs,1,28.03,28.03,,,,,,,,,
2024-03-10,Snacks & Candy,Apples,4,14.22,56.88,,,,,,,,,
2024-03-11,Personal Care,Cheese,3,6.15,18.45,,,,,,,,,
2024-03-12,Bakery,Milk,2,28.2,56.4,,,,,,,,,
2024-03-13,Health & Wellness,Ground Beef,1,9.26,9.26,,,,,,,,,
2024-03-14,Produce,Tomatoes,3,24.67,74.01,,,,,,,,,
2024-03-14,Dairy,Potatoes,2,18.69,37.38,,,,,,,,,
2024-03-14,Meat & Seafood,Salmon,5,16.16,80.8,,,,,,,,,
2024-03-15,Frozen Foods,Apples,1,20.16,20.16,,,,,,,,,
2024-03-15,Household Items,Carrots,1,16.13,16.13,,,,,,,,,
2024-03-15,Bakery,Ground Beef,4,6.11,24.44,,,,,,,,,
2024-03-15,Beverages,Chicken Breast,4,2.95,11.8,,,,,,,,,
2024-03-16,Dairy,Ground Beef,2,6.52,13.04,,,,,,,,,
2024-03-16,Meat & Seafood,Chicken Breast,2,27.41,54.82,,,,,,,,,
2024-03-17,Produce,Cereal,3,25.06,75.18,,,,,,,,,
2024-03-17,Personal Care,Ground Beef,2,20.21,40.42,,,,,,,,,
2024-03-17,Personal Care,Pasta,5,3.86,19.3,,,,,,,,,
2024-03-17,Dairy,Bread,1,22.16,22.16,,,,,,,,,
2024-03-18,Beverages,Bread,4,22.31,89.24,,,,,,,,,
2024-03-18,Personal Care,Ground Beef,4,23.33,93.32,,,,,,,,,
2024-03-18,Dairy,Eggs,5,13.12,65.6,,,,,,,,,
2024-03-18,Produce,Carrots,3,18.01,54.03,,,,,,,,,
2024-03-18,Health & Wellness,Tomatoes,4,1.45,5.8,,,,,,,,,
2024-03-19,Snacks & Candy,Bread,2,6.7,13.4,,,,,,,,,
2024-03-19,Health & Wellness,Bread,2,28.79,57.58,,,,,,,,,
2024-03-19,Personal Care,Ground Beef,3,19.42,58.26,,,,,,,,,
2024-03-20,Snacks & Candy,Tomatoes,4,22.36,89.44,,,,,,,,,
2024-03-20,Canned Goods,Eggs,2,26.03,52.06,,,,,,,,,
2024-03-20,Snacks & Candy,Tomatoes,4,1.15,4.6,,,,,,,,,
2024-03-21,Bakery,Yogurt,4,27.95,111.8,,,,,,,,,
2024-03-23,Canned Goods,Tomatoes,5,18.85,94.25,,,,,,,,,
2024-03-23,Frozen Foods,Rice,1,24.35,24.35,,,,,,,,,
2024-03-23,Bakery,Pasta,4,21.01,84.04,,,,,,,,,
2024-03-24,Personal Care,Ground Beef,5,2.25,11.25,,,,,,,,,
2024-03-24,Dairy,Cereal,2,26.74,53.48,,,,,,,,,
2024-03-24,Frozen Foods,Orange Juice,4,15.64,62.56,,,,,,,,,
2024-03-25,Meat & Seafood,Salmon,1,24.9,24.9,,,,,,,,,
2024-03-25,Meat & Seafood,Tomatoes,3,15.99,47.97,,,,,,,,,
2024-03-25,Health & Wellness,Bread,1,17.38,17.38,,,,,,,,,
2024-03-26,Canned Goods,Eggs,5,26.74,133.7,,,,,,,,,
2024-03-26,Health & Wellness,Salmon,1,1.61,1.61,,,,,,,,,
2024-03-26,Canned Goods,Onions,5,3.21,16.05,,,,,,,,,
2024-03-26,Canned Goods,Salmon,4,15.91,63.64,,,,,,,,,
2024-03-27,Household Items,Tomatoes,2,17.71,35.42,,,,,,,,,
2024-03-27,Dairy,Potatoes,1,7.15,7.15,,,,,,,,,
2024-03-27,Bakery,Pasta,2,8.62,17.24,,,,,,,,,
2024-03-27,Snacks & Candy,Carrots,1,10.79,10.79,,,,,,,,,
2024-03-28,Produce,Chicken Breast,3,6.95,20.85,,,,,,,,,
2024-03-28,Frozen Foods,Onions,2,2.41,4.82,,,,,,,,,
2024-03-28,Canned Goods,Rice,4,2.59,10.36,,,,,,,,,
2024-03-29,Beverages,Potatoes,3,29.69,89.07,,,,,,,,,
2024-03-30,Canned Goods,Rice,5,21.95,109.75,,,,,,,,,
2024-03-30,Frozen Foods,Bread,5,12.58,62.9,,,,,,,,,
2024-03-30,Snacks & Candy,Carrots,3,15.45,46.35,,,,,,,,,
2024-03-31,Personal Care,Orange Juice,5,29.98,149.9,,,,,,,,,
2024-03-31,Bakery,Orange Juice,4,18.22,72.88,,,,,,,,,
2024-04-01,Frozen Foods,Potatoes,4,29.89,119.56,,,,,,,,,
2024-04-02,Frozen Foods,Cheese,2,25.74,51.48,,,,,,,,,
2024-04-02,Dairy,Potatoes,3,6.19,18.57,,,,,,,,,
2024-04-02,Frozen Foods,Carrots,5,5.49,27.45,,,,,,,,,
2024-04-03,Dairy,Chicken Breast,5,6.95,34.75,,,,,,,,,
2024-04-03,Personal Care,Ground Beef,5,17.53,87.65,,,,,,,,,
2024-04-03,Personal Care,Cheese,2,28.34,56.68,,,,,,,,,
2024-04-03,Bakery,Rice,1,11.52,11.52,,,,,,,,,
2024-04-03,Canned Goods,Bread,3,2.99,8.97,,,,,,,,,
2024-04-04,Snacks & Candy,Bread,1,1.02,1.02,,,,,,,,,
2024-04-04,Personal Care,Tomatoes,1,11.12,11.12,,,,,,,,,
2024-04-05,Bakery,Milk,4,12.23,48.92,,,,,,,,,
2024-04-05,Health & Wellness,Bread,3,14.53,43.59,,,,,,,,,
2024-04-05,Dairy,Carrots,3,12.88,38.64,,,,,,,,,
2024-04-06,Health & Wellness,Apples,1,17.3,17.3,,,,,,,,,
2024-04-06,Canned Goods,Orange Juice,3,9.88,29.64,,,,,,,,,
2024-04-07,Dairy,Cheese,1,27.86,27.86,,,,,,,,,
2024-04-07,Beverages,Chicken Breast,5,26.56,132.8,,,,,,,,,
2024-04-07,Beverages,Chicken Breast,3,17.27,51.81,,,,,,,,,
2024-04-08,Snacks & Candy,Pasta,2,22.88,45.76,,,,,,,,,
2024-04-08,Meat & Seafood,Onions,5,23.81,119.05,,,,,,,,,
2024-04-08,Bakery,Yogurt,5,2.35,11.75,,,,,,,,,
2024-04-08,Health & Wellness,Orange Juice,4,16.37,65.48,,,,,,,,,
2024-04-09,Bakery,Pasta,1,3.83,3.83,,,,,,,,,
2024-04-10,Dairy,Onions,4,5.88,23.52,,,,,,,,,
2024-04-10,Frozen Foods,Milk,1,2.38,2.38,,,,,,,,,
2024-04-10,Beverages,Cheese,4,10.48,41.92,,,,,,,,,
2024-04-10,Household Items,Salmon,1,3.21,3.21,,,,,,,,,
2024-04-10,Household Items,Tomatoes,3,14.55,43.65,,,,,,,,,
2024-04-12,Canned Goods,Tomatoes,3,1.34,4.02,,,,,,,,,
2024-04-12,Personal Care,Ground Beef,1,10.5,10.5,,,,,,,,,
2024-04-12,Personal Care,Apples,2,9.14,18.28,,,,,,,,,
2024-04-13,Frozen Foods,Cereal,1,17.03,17.03,,,,,,,,,
2024-04-13,Snacks & Candy,Cereal,3,16.23,48.69,,,,,,,,,
2024-04-13,Meat & Seafood,Tomatoes,1,22.04,22.04,,,,,,,,,
2024-04-14,Health & Wellness,Carrots,2,28.94,57.88,,,,,,,,,
2024-04-15,Meat & Seafood,Milk,1,19.69,19.69,,,,,,,,,
2024-04-16,Produce,Onions,2,12.79,25.58,,,,,,,,,
2024-04-16,Snacks & Candy,Rice,4,29.93,119.72,,,,,,,,,
2024-04-16,Snacks & Candy,Onions,4,15.2,60.8,,,,,,,,,
2024-04-16,Canned Goods,Bananas,5,26.61,133.05,,,,,,,,,
2024-04-17,Beverages,Onions,2,17.08,34.16,,,,,,,,,
2024-04-17,Bakery,Yogurt,2,23.29,46.58,,,,,,,,,
2024-04-17,Meat & Seafood,Orange Juice,3,14.11,42.33,,,,,,,,,
2024-04-17,Household Items,Chicken Breast,3,22.26,66.78,,,,,,,,,
2024-04-18,Meat & Seafood,Bananas,3,26.51,79.53,,,,,,,,,
2024-04-19,Canned Goods,Orange Juice,1,24.67,24.67,,,,,,,,,
2024-04-19,Bakery,Onions,1,1.03,1.03,,,,,,,,,
2024-04-19,Snacks & Candy,Carrots,3,18.38,55.14,,,,,,,,,
2024-04-20,Produce,Chicken Breast,4,4.87,19.48,,,,,,,,,
2024-04-20,Produce,Apples,1,13.13,13.13,,,,,,,,,
2024-04-20,Personal Care,Tomatoes,4,27.96,111.84,,,,,,,,,
2024-04-21,Dairy,Salmon,4,24.23,96.92,,,,,,,,,
2024-04-21,Personal Care,Yogurt,3,22.26,66.78,,,,,,,,,
2024-04-21,Frozen Foods,Eggs,2,4.77,9.54,,,,,,,,,
2024-04-21,Frozen Foods,Yogurt,2,21.12,42.24,,,,,,,,,
2024-04-22,Personal Care,Carrots,4,4.21,16.84,,,,,,,,,
2024-04-23,Personal Care,Orange Juice,1,3.82,3.82,,,,,,,,,
2024-04-23,Produce,Cereal,5,3.03,15.15,,,,,,,,,
2024-04-23,Produce,Orange Juice,1,17.86,17.86,,,,,,,,,
2024-04-24,Personal Care,Cheese,3.0,14.29,42.87,,,,,,,,,
2024-04-25,Bakery,Tomatoes,5,15.65,78.25,,,,,,,,,
2024-04-25,Personal Care,Cheese,3,26.36,79.08,,,,,,,,,
2024-04-25,Snacks & Candy,Bananas,1,5.81,5.81,,,,,,,,,
2024-04-25,Meat & Seafood,Pasta,3,1.3,3.9,,,,,,,,,
2024-04-26,Meat & Seafood,Milk,5,14.37,71.85,,,,,,,,,
2024-04-26,Health & Wellness,Onions,3,21.91,65.73,,,,,,,,,
2024-04-27,Dairy,Rice,5,18.65,93.25,,,,,,,,,
2024-04-27,Beverages,Rice,4,8.68,34.72,,,,,,,,,
2024-04-27,Health & Wellness,Salmon,3,24.42,73.26,,,,,,,,,
2024-04-27,Frozen Foods,Bread,2,27.34,54.68,,,,,,,,,
2024-04-27,Dairy,Ground Beef,3,15.3,45.9,,,,,,,,,
2024-04-28,Produce,Carrots,3,20.11,60.33,,,,,,,,,
2024-04-29,Household Items,Salmon,4,2.4,9.6,,,,,,,,,
2024-04-30,Canned Goods,Apples,2,7.85,15.7,,,,,,,,,
2024-04-30,Dairy,Pasta,1,13.57,13.57,,,,,,,,,
2024-04-30,Bakery,Apples,2,1.61,3.22,,,,,,,,,
2024-04-30,Frozen Foods,Salmon,4,16.21,64.84,,,,,,,,,
2024-05-01,Beverages,Eggs,5,26.89,134.45,,,,,,,,,
2024-05-01,Snacks & Candy,Tomatoes,5,5.55,27.75,,,,,,,,,
2024-05-01,Frozen Foods,Milk,3,3.4,10.2,,,,,,,,,
2024-05-02,Personal Care,Bananas,3,28.07,84.21,,,,,,,,,
2024-05-02,Dairy,Rice,5,27.95,139.75,,,,,,,,,
2024-05-02,Produce,Pasta,4,20.11,80.44,,,,,,,,,
2024-05-03,Canned Goods,Pasta,1,15.69,15.69,,,,,,,,,
2024-05-03,Dairy,Apples,5,22.11,110.55,,,,,,,,,
2024-05-03,Personal Care,Tomatoes,1,5.35,5.35,,,,,,,,,
2024-05-03,Health & Wellness,Milk,5,4.23,21.15,,,,,,,,,
2024-05-03,Produce,Rice,4,25.01,100.04,,,,,,,,,
2024-05-03,Frozen Foods,Salmon,4,26.78,107.12,,,,,,,,,
2024-05-04,Health & Wellness,Yogurt,5,13.07,65.35,,,,,,,,,
2024-05-04,Dairy,Bananas,5,29.6,148,,,,,,,,,
2024-05-05,Beverages,Bananas,1,28.4,28.4,,,,,,,,,
2024-05-05,Produce,Potatoes,3,4.27,12.81,,,,,,,,,
2024-05-05,Snacks & Candy,Cereal,5,1.94,9.7,,,,,,,,,
2024-05-06,Canned Goods,Chicken Breast,5,6.78,33.9,,,,,,,,,
2024-05-06,Produce,Bread,1,7.74,7.74,,,,,,,,,
2024-05-06,Canned Goods,Onions,1,24.83,24.83,,,,,,,,,
2024-05-06,Frozen Foods,Apples,2,25.33,50.66,,,,,,,,,
2024-05-06,Snacks & Candy,Onions,2,3.49,6.98,,,,,,,,,
2024-05-06,Household Items,Cheese,1,4.5,4.5,,,,,,,,,
2024-05-06,Bakery,Rice,4,12.71,50.84,,,,,,,,,
2024-05-07,Produce,Eggs,5,20.65,103.25,,,,,,,,,
2024-05-07,Frozen Foods,Apples,3,10.6,31.8,,,,,,,,,
2024-05-08,Frozen Foods,Apples,4,25.17,100.68,,,,,,,,,
2024-05-08,Snacks & Candy,Chicken Breast,1,13.86,13.86,,,,,,,,,
2024-05-08,Personal Care,Orange Juice,5,16.6,83,,,,,,,,,
2024-05-09,Personal Care,Onions,2,1.18,2.36,,,,,,,,,
2024-05-09,Personal Care,Salmon,1,15.55,15.55,,,,,,,,,
2024-05-10,Health & Wellness,Salmon,5,24.42,122.1,,,,,,,,,
2024-05-11,Snacks & Candy,Orange Juice,4,27.08,108.32,,,,,,,,,
2024-05-11,Snacks & Candy,Milk,5,22.31,111.55,,,,,,,,,
2024-05-12,Snacks & Candy,Bread,3,7.34,22.02,,,,,,,,,
2024-05-13,Canned Goods,Potatoes,1,13.5,13.5,,,,,,,,,
2024-05-13,Beverages,Chicken Breast,1,26.67,26.67,,,,,,,,,
